fold,scheme,false_positive_rate,true_positive_rate
B_to_A,erp,0.8426966292134831,0.8648648648648649
B_to_A,erp,0.8651685393258427,0.8648648648648649
B_to_A,erp,0.8651685393258427,0.8783783783783784
B_to_A,erp,0.8876404494382022,0.8783783783783784
B_to_A,erp,0.8876404494382022,0.8918918918918919
B_to_A,erp,0.898876404494382,0.8918918918918919
B_to_A,erp,0.898876404494382,0.9054054054054054
B_to_A,erp,0.9213483146067416,0.9054054054054054
B_to_A,erp,0.9213483146067416,0.9459459459459459
B_to_A,erp,0.9438202247191011,0.9459459459459459
B_to_A,erp,0.9438202247191011,0.972972972972973
B_to_A,erp,0.9550561797752809,0.972972972972973
B_to_A,erp,0.9550561797752809,0.9864864864864865
B_to_A,erp,0.9775280898876404,0.9864864864864865
B_to_A,erp,0.9775280898876404,1.0
B_to_A,erp,1.0,1.0
B_to_A,source,0.0,0.0
B_to_A,source,0.0,0.013513513513513514
B_to_A,source,0.033707865168539325,0.013513513513513514
B_to_A,source,0.033707865168539325,0.02702702702702703
B_to_A,source,0.0449438202247191,0.02702702702702703
B_to_A,source,0.0449438202247191,0.04054054054054054
B_to_A,source,0.07865168539325842,0.04054054054054054
B_to_A,source,0.07865168539325842,0.05405405405405406
B_to_A,source,0.10112359550561797,0.05405405405405406
B_to_A,source,0.10112359550561797,0.06756756756756757
B_to_A,source,0.15730337078651685,0.06756756756756757
B_to_A,source,0.15730337078651685,0.08108108108108109
B_to_A,source,0.16853932584269662,0.08108108108108109
B_to_A,source,0.16853932584269662,0.0945945945945946
B_to_A,source,0.1797752808988764,0.0945945945945946
B_to_A,source,0.1797752808988764,0.12162162162162163
B_to_A,source,0.19101123595505617,0.12162162162162163
B_to_A,source,0.19101123595505617,0.13513513513513514
B_to_A,source,0.21348314606741572,0.13513513513513514
B_to_A,source,0.21348314606741572,0.17567567567567569
B_to_A,source,0.23595505617977527,0.17567567567567569
B_to_A,source,0.23595505617977527,0.1891891891891892
B_to_A,source,0.29213483146067415,0.1891891891891892
B_to_A,source,0.29213483146067415,0.20270270270270271
B_to_A,source,0.30337078651685395,0.20270270270270271
B_to_A,source,0.30337078651685395,0.22972972972972974
B_to_A,source,0.3146067415730337,0.22972972972972974
B_to_A,source,0.3146067415730337,0.24324324324324326
B_to_A,source,0.34831460674157305,0.24324324324324326
B_to_A,source,0.34831460674157305,0.25675675675675674
B_to_A,source,0.4044943820224719,0.25675675675675674
B_to_A,source,0.4044943820224719,0.28378378378378377
B_to_A,source,0.4157303370786517,0.28378378378378377
B_to_A,source,0.4157303370786517,0.32432432432432434
