scheme,alpha,size,family,parameter,balanced_accuracy,accuracy,auc,score_std
erp,0.0,15,lda,0.5,0.5798158846872082,0.586911201262114,0.6235162815126051,0.05290445352849295
erp,0.0,15,lda,0.9,0.5538369514472457,0.5587671850349335,0.5766456582633053,0.06680667604653791
source,1e-05,6,logistic,0.01,0.4964971405228758,0.501953271730148,0.4936507936507937,0.08294912934817888
source,1e-05,6,logistic,0.1,0.4942401960784314,0.4965066486364661,0.4959558823529412,0.05197174273068054
source,1e-05,6,logistic,1.0,0.5077949929971989,0.5038595898129367,0.49845354808590103,0.047059833851084726
source,1e-05,6,logistic,10.0,0.4988664215686274,0.4952389001577643,0.4927097922502334,0.05582047994508275
source,1e-05,6,svm,0.01,0.4942401960784314,0.4965066486364661,0.4971463585434174,0.05197174273068054
source,1e-05,6,svm,0.1,0.4994616596638656,0.4952389001577643,0.49607259570494866,0.05509989271173101
source,1e-05,6,svm,1.0,0.5077949929971989,0.5038595898129367,0.49389005602240893,0.047059833851084726
source,1e-05,6,svm,10.0,0.5077949929971989,0.5038595898129367,0.49360994397759106,0.047059833851084726
source,1e-05,6,lda,0.1,0.4943146008403361,0.4952389001577643,0.49342612044817924,0.061156474572606936
source,1e-05,6,lda,0.5,0.5011846405228758,0.5038595898129367,0.5039711718020541,0.05477797287794202
source,1e-05,6,lda,0.9,0.4964971405228758,0.501953271730148,0.49017857142857146,0.08294912934817888
source,1e-05,12,logistic,0.01,0.5252786531279179,0.529092479903839,0.517329014939309,0.045232415889472036
source,1e-05,12,logistic,0.1,0.5292979691876751,0.5278153406956652,0.5239291549953315,0.08322237871841533
source,1e-05,12,logistic,1.0,0.47498249299719886,0.47798813011794755,0.4862424136321195,0.08608212325991292
source,1e-05,12,logistic,10.0,0.47147379785247434,0.47608181203515887,0.47487599206349207,0.10768048118238921
source,1e-05,12,svm,0.01,0.5292979691876751,0.5278153406956652,0.5295416083099906,0.08322237871841533
source,1e-05,12,svm,0.1,0.48549836601307195,0.4872473893772068,0.4835390406162465,0.05683697344386354
source,1e-05,12,svm,1.0,0.48040236928104574,0.4847025016903313,0.4769418183940243,0.11043701132814437
source,1e-05,12,svm,10.0,0.48040236928104574,0.4847025016903313,0.4737774276377218,0.11043701132814437
source,1e-05,12,lda,0.1,0.5111680088702147,0.5118417098640222,0.4955648926237161,0.0718038498548259
source,1e-05,12,lda,0.5,0.5366509103641457,0.5370745999549245,0.5262998949579831,0.0687190894241251
source,1e-05,12,lda,0.9,0.5207778944911298,0.5198332206445797,0.5100767390289449,0.06643755839060927
combined,1e-05,8,logistic,0.01,0.49950980392156863,0.5057659078957253,0.5118070144724556,0.03661735175879042
combined,1e-05,8,logistic,0.1,0.5049428104575163,0.5105739613853204,0.5126488095238095,0.06770771713382445
combined,1e-05,8,logistic,1.0,0.4937952264239029,0.5000469536473593,0.4947741596638655,0.08894722685223785
combined,1e-05,8,logistic,10.0,0.47971959617180204,0.4914262639921869,0.49769782913165267,0.10036601724735485
combined,1e-05,8,svm,0.01,0.5049428104575163,0.5105739613853204,0.5123832866479925,0.06770771713382445
combined,1e-05,8,svm,0.1,0.4937952264239029,0.5000469536473593,0.4965175653594771,0.08894722685223785
combined,1e-05,8,svm,1.0,0.4886481676003735,0.5000469536473593,0.4982434640522876,0.09812194552724256
combined,1e-05,8,svm,10.0,0.4975767390289449,0.50739989482383,0.4905330882352942,0.10439036151731505
combined,1e-05,8,lda,0.1,0.49491129785247434,0.5013147021260611,0.5054709383753502,0.08046012281006289
combined,1e-05,8,lda,0.5,0.5138713818860877,0.517926902561791,0.5211032329598506,0.07563663594370164
combined,1e-05,8,lda,0.9,0.4925653594771242,0.4984129667192547,0.5041535364145658,0.03904681778632872
combined,1e-05,12,logistic,0.01,0.4887838468720822,0.4965066486364661,0.5020439425770308,0.05436199231200334
combined,1e-05,12,logistic,0.1,0.4824112978524743,0.48660881977312,0.5153025793650794,0.0773099411803678
combined,1e-05,12,logistic,1.0,0.5100898692810458,0.5093062129066186,0.5001108776844071,0.06828506444041157
combined,1e-05,12,logistic,10.0,0.49169730392156863,0.5038595898129367,0.4770337301587302,0.07800360618647682
combined,1e-05,12,svm,0.01,0.4897642390289449,0.4958680790323792,0.5168154761904762,0.06415466596489561
combined,1e-05,12,svm,0.1,0.5031454248366013,0.501953271730148,0.49626663165266105,0.06335451133871527
combined,1e-05,12,svm,1.0,0.496844362745098,0.5038595898129367,0.48140610410831003,0.07165044615565287
